0,0,143,44
1,0,288,63
2,0,475,55
3,0,495,5
4,0,526,70
5,0,681,9
6,0,735,19
7,0,778,44
8,0,830,79
9,0,872,100
10,0,890,13
11,0,900,70
12,0,981,56
13,0,1277,29
14,0,1462,6
15,0,1475,64
16,0,1493,81
17,0,1592,11
18,0,1641,92
19,0,1743,33
20,1,29,87
21,1,56,27
22,1,361,89
23,1,474,6
24,1,529,60
25,1,540,77
26,1,547,30
27,1,647,99
28,1,650,1
29,1,854,65
30,1,895,5
31,1,899,51
32,1,1127,38
33,1,1195,30
34,1,1214,46
35,1,1325,45
36,1,1368,91
37,1,1772,88
38,1,1797,82
39,1,1959,28
40,2,8,61
41,2,155,99
42,2,157,64
43,2,448,10
44,2,702,38
45,2,762,32
46,2,1042,14
47,2,1042,42
48,2,1207,100
49,2,1284,65
50,2,1289,94
51,2,1300,34
52,2,1454,86
53,2,1479,2
54,2,1509,28
55,2,1580,82
56,2,1591,24
57,2,1811,67
58,2,1829,8
59,2,1947,96
60,3,52,99
61,3,154,4
62,3,174,45
63,3,271,7
64,3,422,8
65,3,467,55
66,3,493,93
67,3,584,9
68,3,616,41
69,3,648,91
70,3,903,48
71,3,905,48
72,3,935,32
73,3,1005,84
74,3,1022,89
75,3,1101,69
76,3,1178,28
77,3,1430,16
78,3,1520,54
79,3,1562,84
80,4,1,73
81,4,209,25
82,4,522,45
83,4,536,69
84,4,564,43
85,4,725,63
86,4,901,26
87,4,941,89
88,4,973,17
89,4,994,28
90,4,1098,42
91,4,1102,18
92,4,1115,88
93,4,1213,6
94,4,1222,58
95,4,1425,84
96,4,1567,49
97,4,1844,54
98,4,1876,21
99,4,1930,2
100,5,31,92
101,5,300,36
102,5,373,46
103,5,781,55
104,5,795,3
105,5,817,65
106,5,835,12
107,5,885,24
108,5,949,85
109,5,950,27
110,5,1052,12
111,5,1054,1
112,5,1200,55
113,5,1259,26
114,5,1311,23
115,5,1454,32
116,5,1556,61
117,5,1730,60
118,5,1778,42
119,5,1846,45
120,6,166,71
121,6,393,69
122,6,416,50
123,6,440,83
124,6,533,74
125,6,566,15
126,6,814,7
127,6,1035,18
128,6,1067,26
129,6,1209,94
