0,0,157,58
1,0,159,44
2,0,171,43
3,0,198,3
4,0,313,61
5,0,375,93
6,0,464,63
7,0,495,72
8,0,790,51
9,0,948,3
10,0,982,54
11,0,1099,5
12,0,1375,93
13,0,1624,91
14,0,1692,37
15,0,1703,33
16,0,1709,47
17,0,1772,29
18,0,1775,66
19,0,1775,7
20,2,165,84
21,2,213,29
22,2,215,45
23,2,281,53
24,2,340,75
25,2,405,13
26,2,413,60
27,2,430,68
28,2,702,28
29,2,1009,98
30,2,1045,28
31,2,1220,17
32,2,1229,68
33,2,1265,78
34,2,1282,74
35,2,1522,74
36,2,1618,100
37,2,1677,18
38,2,1749,98
39,2,1942,11
40,3,32,71
41,3,51,57
42,3,83,34
43,3,611,17
44,3,697,43
45,3,713,92
46,3,830,64
47,3,950,7
48,3,1070,71
49,3,1073,65
50,3,1112,87
51,3,1300,70
52,3,1350,95
53,3,1362,6
54,3,1388,98
55,3,1415,48
56,3,1681,54
57,3,1700,4
58,3,1825,53
59,3,1955,37
60,4,26,1
61,4,61,41
62,4,77,55
63,4,389,48
64,4,542,60
65,4,815,30
66,4,859,76
67,4,945,88
68,4,1135,10
69,4,1200,47
70,4,1229,84
71,4,1350,38
72,4,1497,77
73,4,1655,36
74,4,1773,6
75,4,1813,53
76,4,1872,39
77,4,1891,57
78,4,1902,95
79,4,1968,11
80,5,86,53
81,5,151,92
82,5,392,32
83,5,536,14
84,5,567,51
85,5,871,45
86,5,955,28
87,5,997,2
88,5,1121,39
89,5,1149,80
90,5,1255,83
91,5,1424,60
92,5,1536,2
93,5,1591,24
94,5,1618,31
95,5,1659,22
96,5,1720,83
97,5,1730,76
98,5,1833,38
99,5,1897,79
100,6,119,83
101,6,176,55
102,6,325,78
103,6,338,14
104,6,353,63
105,6,503,4
106,6,586,82
107,6,588,65
108,6,717,67
109,6,893,100
110,6,910,53
111,6,931,1
112,6,958,60
113,6,1116,90
114,6,1197,41
115,6,1391,37
116,6,1610,17
117,6,1710,20
118,6,1783,71
119,6,1963,31
120,7,98,81
121,7,149,74
122,7,160,97
123,7,486,66
124,7,494,51
125,7,515,22
126,7,601,93
127,7,709,39
128,7,852,1
129,7,854,6
130,7,872,24
131,7,891,100
132,7,974,76
133,7,1229,87
134,7,1475,47
135,7,1504,53
136,7,1626,53
137,7,1677,69
138,7,1695,90
139,7,1902,2
140,8,63,21
141,8,114,16
142,8,151,81
143,8,434,46
144,8,646,25
145,8,854,55
146,8,950,60
147,8,965,64
148,8,1004,76
149,8,1050,4
150,8,1124,67
151,8,1182,67
152,8,1354,61
153,8,1410,37
154,8,1461,67
155,8,1655,29
156,8,1727,69
157,8,1866,89
158,8,1902,31
159,8,1911,70
160,9,63,20
161,9,116,50
162,9,160,4
163,9,184,54
164,9,239,5
165,9,329,11
166,9,432,7
167,9,502,26
168,9,828,73
169,9,1078,15
170,9,1141,60
171,9,1228,57
172,9,1326,54
173,9,1816,55
174,9,1841,14
175,9,1932,33
176,9,1938,4
177,9,1946,60
178,9,1965,99
179,9,1987,59
180,10,47,78
181,10,119,42
182,10,259,2
183,10,263,50
184,10,381,80
185,10,612,95
186,10,658,71
187,10,701,42
188,10,729,25
189,10,825,93
190,10,836,47
191,10,974,53
192,10,1020,78
193,10,1313,24
194,10,1446,11
195,10,1567,95
196,10,1580,20
197,10,1663,87
198,10,1803,51
199,10,1944,23
200,11,61,69
201,11,165,2
202,11,294,19
203,11,326,32
204,11,377,17
205,11,384,16
206,11,565,14
207,11,690,89
208,11,742,40
209,11,860,21
210,11,877,100
211,11,978,95
212,11,986,3
213,11,1004,92
214,11,1054,58
215,11,1285,45
216,11,1749,31
217,11,1877,71
218,11,1911,69
219,11,1929,25
220,12,43,8
221,12,167,26
222,12,264,84
223,12,312,37
224,12,423,2
225,12,787,86
226,12,795,35
227,12,797,33
228,12,896,38
229,12,1056,8
230,12,1061,55
231,12,1132,76
232,12,1143,87
233,12,1487,21
234,12,1606,57
235,12,1633,95
236,12,1687,81
237,12,1738,85
238,12,1776,78
239,12,1932,97
240,13,14,5
241,13,155,28
242,13,167,9
243,13,216,97
244,13,325,84
245,13,356,97
246,13,365,6
247,13,495,15
248,13,634,38
249,13,1005,48
250,13,1223,87
251,13,1329,60
252,13,1344,2
253,13,1468,13
254,13,1558,34
255,13,1727,85
256,13,1862,68
257,13,1875,24
258,13,1879,62
259,13,1977,6
260,14,205,60
261,14,457,5
262,14,465,17
263,14,582,68
264,14,786,41
265,14,890,40
266,14,966,95
267,14,981,1
268,14,1004,4
269,14,1048,27
270,14,1202,99
271,14,1286,6
272,14,1298,57
273,14,1353,44
274,14,1387,87
275,14,1499,45
276,14,1572,25
277,14,1655,31
278,14,1715,76
279,14,1799,6
280,15,68,89
281,15,106,2
282,15,125,69
283,15,218,27
284,15,325,78
285,15,369,8
286,15,505,26
287,15,616,53
288,15,626,8
289,15,896,47
290,15,954,46
291,15,1021,67
292,15,1093,56
293,15,1354,29
294,15,1415,13
295,15,1454,50
296,15,1701,53
297,15,1705,25
298,15,1807,68
299,15,1961,24
300,16,98,92
301,16,169,61
302,16,245,11
303,16,328,98
304,16,383,18
305,16,404,73
306,16,464,4
307,16,512,97
308,16,773,41
309,16,852,72
310,16,951,24
311,16,993,18
312,16,1009,52
313,16,1075,28
314,16,1121,1
315,16,1179,94
316,16,1336,29
317,16,1376,79
318,16,1434,39
319,16,1878,11
320,17,22,88
321,17,99,77
322,17,140,31
323,17,169,18
324,17,589,88
325,17,691,27
326,17,750,71
327,17,871,96
328,17,953,74
329,17,977,83
330,17,1078,86
331,17,1603,1
332,17,1646,6
333,17,1681,91
334,17,1753,6
335,17,1767,86
336,17,1787,98
337,17,1849,14
338,17,1868,26
339,17,1936,25
340,18,71,42
341,18,179,22
342,18,260,58
343,18,455,76
344,18,735,11
345,18,781,8
346,18,792,59
347,18,870,89
348,18,875,8
349,18,950,42
350,18,1417,23
351,18,1462,56
352,18,1543,82
353,18,1570,54
354,18,1571,85
355,18,1573,58
356,18,1594,3
357,18,1694,90
358,18,1743,68
359,18,1760,21
360,19,287,11
361,19,339,5
362,19,353,17
363,19,359,38
364,19,439,77
365,19,766,74
366,19,789,64
367,19,905,79
368,19,1020,94
369,19,1032,55
370,19,1058,66
371,19,1159,65
372,19,1175,46
373,19,1197,46
374,19,1278,86
375,19,1380,56
376,19,1402,4
377,19,1657,43
378,19,1878,84
379,19,1951,18
380,20,30,3
381,20,109,63
382,20,160,97
383,20,218,85
384,20,227,49
385,20,369,89
386,20,588,70
387,20,634,78
388,20,771,45
389,20,815,42
390,20,845,28
391,20,944,10
392,20,1033,25
393,20,1324,25
394,20,1491,27
395,20,1547,38
396,20,1559,42
397,20,1633,93
398,20,1964,30
399,20,1982,19
400,21,41,51
401,21,119,84
402,21,171,54
403,21,184,72
404,21,281,35
405,21,478,56
406,21,798,38
407,21,841,38
408,21,857,59
409,21,1015,42
410,21,1191,60
411,21,1409,49
412,21,1492,54
413,21,1493,81
414,21,1513,43
415,21,1615,5
416,21,1712,94
417,21,1773,27
418,21,1824,3
419,21,1999,85
420,22,10,93
421,22,259,58
422,22,302,30
423,22,328,19
424,22,389,38
425,22,432,20
426,22,468,71
427,22,575,60
428,22,858,27
429,22,1136,55
430,22,1138,78
431,22,1146,75
432,22,1349,18
433,22,1556,71
434,22,1617,68
435,22,1618,30
436,22,1627,4
437,22,1629,7
438,22,1900,97
439,22,1913,53
440,23,114,27
441,23,149,86
442,23,413,33
443,23,431,23
444,23,615,55
445,23,773,4
446,23,821,2
447,23,868,99
448,23,1075,65
449,23,1209,23
450,23,1229,23
451,23,1268,36
452,23,1427,69
453,23,1434,91
454,23,1572,21
455,23,1579,14
456,23,1609,11
457,23,1689,43
458,23,1720,73
459,23,1827,86
460,24,4,44
461,24,8,54
462,24,65,1
463,24,156,81
464,24,207,93
465,24,312,17
466,24,354,40
467,24,576,38
468,24,577,72
469,24,664,11
470,24,691,20
471,24,791,39
472,24,901,23
473,24,1227,46
474,24,1452,3
475,24,1660,37
476,24,1739,44
477,24,1811,89
478,24,1840,54
479,24,1845,23
480,25,196,5
481,25,361,24
482,25,373,27
483,25,754,100
484,25,868,38
485,25,972,19
486,25,1070,92
487,25,1175,13
488,25,1338,82
489,25,1431,14
490,25,1521,85
491,25,1569,30
492,25,1646,88
493,25,1701,85
494,25,1710,44
495,25,1753,80
496,25,1764,60
497,25,1844,39
498,25,1879,82
499,25,1971,78
500,26,46,90
501,26,135,60
502,26,169,50
503,26,217,60
504,26,431,57
505,26,529,45
506,26,566,11
507,26,738,48
508,26,852,77
509,26,891,60
510,26,950,31
511,26,978,42
512,26,1209,43
513,26,1282,25
514,26,1427,63
515,26,1561,19
516,26,1689,33
517,26,1712,35
518,26,1846,77
519,26,1984,68
520,27,151,52
521,27,160,35
522,27,431,4
523,27,486,17
524,27,515,70
525,27,709,32
526,27,847,85
527,27,874,87
528,27,891,98
529,27,944,90
530,27,1054,61
531,27,1110,81
532,27,1182,82
533,27,1268,62
534,27,1427,38
535,27,1567,62
536,27,1579,9
537,27,1772,73
538,27,1816,67
539,27,1902,23
540,28,125,64
541,28,192,92
542,28,208,20
543,28,287,97
544,28,311,68
545,28,329,50
546,28,503,12
547,28,535,38
548,28,778,79
549,28,837,57
550,28,875,95
551,28,1058,20
552,28,1135,20
553,28,1162,96
554,28,1192,12
555,28,1287,20
556,28,1643,78
557,28,1694,86
558,28,1698,98
559,28,1879,66
560,29,169,70
561,29,170,2
562,29,394,74
563,29,580,75
564,29,766,41
565,29,774,22
566,29,785,8
567,29,885,77
568,29,1010,34
569,29,1037,27
570,29,1085,49
571,29,1088,49
572,29,1217,84
573,29,1293,23
574,29,1596,14
575,29,1627,93
576,29,1677,96
577,29,1694,42
578,29,1823,40
579,29,1849,52
580,30,33,65
581,30,125,96
582,30,202,89
583,30,443,52
584,30,708,74
585,30,763,48
586,30,791,27
587,30,802,72
588,30,834,20
589,30,919,57
590,30,1112,3
591,30,1131,56
592,30,1192,36
593,30,1196,41
594,30,1199,6
595,30,1248,65
