0,0,22,15
1,0,92,19
2,0,162,58
3,0,170,88
4,0,266,84
5,0,432,10
6,0,442,53
7,0,540,98
8,0,546,47
9,0,709,14
10,0,893,96
11,0,932,9
12,0,1007,13
13,0,1075,32
14,0,1326,89
15,0,1667,48
16,0,1785,61
17,0,1787,91
18,0,1794,90
19,0,1963,5
20,1,2,40
21,1,338,59
22,1,458,32
23,1,558,1
24,1,811,25
25,1,889,40
26,1,903,98
27,1,1077,48
28,1,1124,38
29,1,1145,8
30,1,1163,11
31,1,1219,94
32,1,1257,17
33,1,1283,21
34,1,1359,4
35,1,1424,58
36,1,1438,94
37,1,1502,28
38,1,1596,31
39,1,1659,60
40,2,121,71
41,2,201,6
42,2,217,88
43,2,256,46
44,2,325,54
45,2,402,96
46,2,410,92
47,2,683,70
48,2,834,7
49,2,1031,75
50,2,1079,91
51,2,1093,5
52,2,1128,30
53,2,1248,57
54,2,1253,51
55,2,1353,19
56,2,1362,86
57,2,1810,52
58,2,1932,1
59,2,1944,22
60,3,93,98
61,3,95,28
62,3,121,63
63,3,248,14
64,3,262,100
65,3,326,81
66,3,516,78
67,3,600,95
68,3,692,54
69,3,915,66
70,3,924,48
71,3,977,65
72,3,1384,23
73,3,1456,99
74,3,1597,68
75,3,1619,90
76,3,1674,94
77,3,1737,90
78,3,1970,17
79,3,1993,7
80,4,31,8
81,4,298,6
82,4,345,47
83,4,347,11
84,4,454,39
85,4,460,41
86,4,534,34
87,4,628,88
88,4,643,56
89,4,727,30
90,4,767,59
91,4,781,89
92,4,839,97
93,4,980,95
94,4,1033,65
95,4,1045,3
96,4,1149,75
97,4,1649,100
98,4,1839,34
99,4,1947,75
100,5,47,76
101,5,306,25
102,5,339,47
103,5,398,17
104,5,530,66
105,5,685,90
106,5,788,7
107,5,858,12
108,5,1019,47
109,5,1080,16
110,5,1154,44
111,5,1272,76
112,5,1287,92
113,5,1301,7
114,5,1401,61
115,5,1416,30
116,5,1458,78
117,5,1651,62
118,5,1841,63
119,5,1960,77
120,6,7,20
121,6,12,62
122,6,42,41
123,6,278,44
124,6,368,21
125,6,410,36
126,6,444,14
